"country","year","dname","median","mima5_mhi","pl","pl_origin","pr","n_obs","total_pop","n_poor"
"Germany",1989,"de89",32254.6462227593,31210.2121606749,15605.1060803375,"mima5_mhi",0.243766217497624,12495,62752830.22,15297020.06
"Germany",1990,"de90",32799.8180017465,31127.5548658159,15563.777432908,"mima5_mhi",0.24434967457847,12490,62822346.24,15350619.86
"Germany",1991,"de91",29342.1880165269,30774.0656640828,15387.0328320414,"mima5_mhi",0.269386828367905,17921,80116894.73,21582436.17
"Germany",1992,"de92",29738.8406366454,30052.9566807216,15026.4783403608,"mima5_mhi",0.275128077488099,17610,80849758.64,22244038.66
"Germany",1993,"de93",29734.8354427359,29278.2719423891,14639.1359711946,"mima5_mhi",0.275846691971203,17216,81128517.91,22379033.29
"Germany",1994,"de94",28649.1013059533,29188.2756480981,14594.1378240491,"mima5_mhi",0.293255418865026,17812,81486943.37,23896487.71
"Germany",1995,"de95",28926.3943100841,28870.7279315308,14435.3639657654,"mima5_mhi",0.292878997135658,17424,81726197.01,23935886.62
"Germany",1996,"de96",28892.2065450719,28729.4535030638,14364.7267515319,"mima5_mhi",0.297818256264998,17105,82005631.61,24422774.21
"Germany",1997,"de97",28151.1020538087,28920.4185803338,14460.2092901669,"mima5_mhi",0.306634235741513,18860,81769376.63,25073290.31
"Germany",1998,"de98",29028.4633004012,29102.834038347,14551.4170191735,"mima5_mhi",0.298469066676404,18097,81896763.28,24443650.5
"Germany",1999,"de99",29603.9266923033,29012.4048401226,14506.2024200613,"mima5_mhi",0.297398871110331,31990,81906921.97,24359026.13
"Germany",2000,"de00",29838.4716001499,29125.681704583,14562.8408522915,"mima5_mhi",0.300428264071339,28890,82013041.37,24639035.65
"Germany",2001,"de01",28440.0605539498,28956.0150801818,14478.0075400909,"mima5_mhi",0.309896257539048,30261,82204551.75,25474882.94
"Germany",2002,"de02",28717.4863761109,28527.3669224943,14263.6834612472,"mima5_mhi",0.319035536603825,28935,82285261.54,26251922.57
"Germany",2003,"de03",28180.1301783951,27994.8754059541,13997.437702977,"mima5_mhi",0.326648738317926,28060,82231105.31,26860686.8
"Germany",2004,"de04",27460.6859038658,27934.7707769754,13967.3853884877,"mima5_mhi",0.329922760179925,26824,82170188.82,27109815.5
"Germany",2005,"de05",27176.0140174488,27876.747213419,13938.3736067095,"mima5_mhi",0.343625185671954,28791,82078800.35,28204343.01
"Germany",2006,"de06",28139.5374090562,27936.8459151139,13968.422957557,"mima5_mhi",0.338605514916991,26737,81951587.43,27749259.46
"Germany",2007,"de07",28427.3685583292,28115.5864558251,14057.7932279125,"mima5_mhi",0.329663667667078,24999,81872974.45,26990545.04
"Germany",2008,"de08",28480.6236868697,28389.7219879262,14194.8609939631,"mima5_mhi",0.325909908265651,23338,81590346.03,26591102.19
"Germany",2009,"de09",28354.3886074215,28535.3669384177,14267.6834692089,"mima5_mhi",0.3289429105267,37581,81356884.23,26761770.29
"Germany",2010,"de10",28546.6916779542,28475.5577206593,14237.7788603296,"mima5_mhi",0.331300576932208,44132,79750508.51,26421389.48
"Germany",2011,"de11",28867.762161514,28383.7239592508,14191.8619796254,"mima5_mhi",0.325287230264549,42526,79839541.93,25970783.46
"Germany",2012,"de12",28128.322469537,28516.928653165,14258.4643265825,"mima5_mhi",0.334037433313084,47815,80061579.73,26743564.6
"Germany",2013,"de13",28021.4548798272,28900.0853771795,14450.0426885897,"mima5_mhi",0.337176937001637,41636,80412486.13,27113235.77
"Germany",2014,"de14",29020.4120769925,29286.4017824181,14643.200891209,"mima5_mhi",0.337047332723503,41214,81035321.15,27312738.85
"Germany",2015,"de15",30462.4752980266,29975.8621266868,14987.9310633434,"mima5_mhi",0.330222651062401,36940,81426771.13,26888964.23
"Germany",2016,"de16",30799.3441877071,30872.8783397776,15436.4391698888,"mima5_mhi",0.329574690776293,45720,82096466.65,27056917.61
"Germany",2017,"de17",31575.6241908806,31797.4908336598,15898.7454168299,"mima5_mhi",0.331849253238243,47899,82251488.36,27295094.99
"Germany",2018,"de18",32506.5359452813,32542.0332721713,16271.0166360857,"mima5_mhi",0.324821253114135,48520,82500600.94,26797948.58
"Germany",2019,"de19",33643.4745464037,33267.6761261145,16633.8380630572,"mima5_mhi",0.326310596806474,50558,82886497.94,27046742.61
"Germany",2020,"de20",34185.1874905839,34185.1874905839,17092.5937452919,"mima5_mhi",0.32493865731846,31206,81409719.54,26453164.96
"Germany",2021,"de21",34427.5584574229,34427.5584574229,17213.7792287115,"mima5_mhi",0.318040772019995,50086,82782240.38,26328127.64
"United Kingdom",1985,"uk85",16734.8957428382,16734.8957428382,8367.44787141911,"mima5_mhi",0.28015584726861,18206,56549823.999219,15842763.855392
"United Kingdom",1986,"uk86",16660.4469894115,16660.4469894115,8330.22349470575,"mima5_mhi",0.302503737730034,18330,56750920.2316747,17167365.4897006
"United Kingdom",1987,"uk87",17852.8704986767,18044.9915939483,9022.49579697416,"mima5_mhi",0.290350918588211,18735,56799654.000501,16491831.714538
"United Kingdom",1988,"uk88",19170.6126702675,18706.3448090091,9353.17240450454,"mima5_mhi",0.268520102543059,18280,56903792.999933,15279812.331431
"United Kingdom",1989,"uk89",19806.1320685477,19407.7375130861,9703.86875654305,"mima5_mhi",0.278395961427278,18590,57058909.002261,15884969.829676
"United Kingdom",1990,"uk90",20041.661818142,19604.7427843557,9802.37139217783,"mima5_mhi",0.268164250945838,17437,57219609.000482,15344253.587028
"United Kingdom",1991,"uk91",20167.4105097965,19487.8864033776,9743.94320168881,"mima5_mhi",0.280021853222271,17089,57433922.999685,16082753.556197
"United Kingdom",1992,"uk92",18837.8968550245,19307.1119214474,9653.55596072369,"mima5_mhi",0.309357335980877,18174,57579567.000642,17812661.454251
"United Kingdom",1993,"uk93",18586.3307653773,19163.6565405027,9581.82827025133,"mima5_mhi",0.313346958343051,17291,57698434.999846,18079629.108356
"United Kingdom",1994,"uk94",18902.2596588965,19225.0721199528,9612.53605997642,"mima5_mhi",0.325641460852053,62650,55169228,17965388
"United Kingdom",1995,"uk95",19324.3849134184,19641.340206248,9820.67010312402,"mima5_mhi",0.328339204561783,60626,53795102,17663041
"United Kingdom",1996,"uk96",20474.4884070475,20306.1635254009,10153.0817627005,"mima5_mhi",0.320130485975499,58533,53834751,17234145
"United Kingdom",1997,"uk97",20919.2372865005,20956.8675129154,10478.4337564577,"mima5_mhi",0.307104201798295,53765,53753794,16508016
"United Kingdom",1998,"uk98",21910.4473611418,21808.0734261567,10904.0367130783,"mima5_mhi",0.312492164045097,51817,53694796,16779203
"United Kingdom",1999,"uk99",22155.7795964691,22559.3647875249,11279.6823937625,"mima5_mhi",0.315657503420598,56580,53994221,17043681
"United Kingdom",2000,"uk00",23580.4144796246,23231.938283579,11615.9691417895,"mima5_mhi",0.300682299984103,53450,54105087,16268442
"United Kingdom",2001,"uk01",24230.9452138886,23769.4252566673,11884.7126283337,"mima5_mhi",0.298366838755416,57132,54393833,16229316
"United Kingdom",2002,"uk02",24282.104766771,24419.0601892417,12209.5300946208,"mima5_mhi",0.301748694192462,67400,58304534,17593317
"United Kingdom",2003,"uk03",24597.8822265834,24765.7766366815,12382.8883183407,"mima5_mhi",0.304166243528548,67123,58570316,17815113
"United Kingdom",2004,"uk04",25403.9542593407,25098.4939392559,12549.2469696279,"mima5_mhi",0.298260248067608,65232,58877417,17560793
"United Kingdom",2005,"uk05",25313.9967168237,25514.4612113233,12757.2306056616,"mima5_mhi",0.305278356876116,64733,59327383,18111366
"United Kingdom",2006,"uk06",25894.5317267606,25787.9375488042,12893.9687744021,"mima5_mhi",0.299693806296987,59530,59733103,17901641
"United Kingdom",2007,"uk07",26361.9411271079,25655.8923398334,12827.9461699167,"mima5_mhi",0.296714945725544,56926,60181441,17856733
"United Kingdom",2008,"uk08",25965.2639139884,25486.5669240998,12743.2834620499,"mima5_mhi",0.301155330031621,57276,60631160,18259397
"United Kingdom",2009,"uk09",24743.7282144865,25089.6185530834,12544.8092765417,"mima5_mhi",0.312801071324185,57380,61084778,19107384
"United Kingdom",2010,"uk10",24467.3696381555,24559.520284407,12279.7601422035,"mima5_mhi",0.31583216063418,57928,61559551,19442486
"United Kingdom",2011,"uk11",23909.7898716789,24137.9735022297,12068.9867511149,"mima5_mhi",0.307099441170893,47744,62439661,19175185
"United Kingdom",2012,"uk12",23711.4497837258,24121.5011784737,12060.7505892369,"mima5_mhi",0.311246762080746,46420,62841669,19559266
"United Kingdom",2013,"uk13",23857.5300031018,24219.5385353427,12109.7692676714,"mima5_mhi",0.305944830960931,46166,62856741,19230695
"United Kingdom",2014,"uk14",24661.3665957067,24516.5364963265,12258.2682481633,"mima5_mhi",0.296075396962129,44787,63413165,18775078
"United Kingdom",2015,"uk15",24957.5564225004,24893.2342242897,12446.6171121448,"mima5_mhi",0.298660357964765,43678,63907072,19086509
"United Kingdom",2016,"uk16",25394.7796765978,25355.6833093479,12677.8416546739,"mima5_mhi",0.293449675303886,44145,64421005,18904323
"United Kingdom",2017,"uk17",25594.9384235416,25920.0383428145,12960.0191714072,"mima5_mhi",0.294390896848534,42847,64641350,19029825
"United Kingdom",2018,"uk18",26169.7754283928,26092.0288619241,13046.0144309621,"mima5_mhi",0.286256719566274,43079,65466837,18740322
"United Kingdom",2019,"uk19",27483.1417630398,26277.8693106818,13138.9346553409,"mima5_mhi",0.276110863977782,43314,65614604,18116905
"United Kingdom",2020,"uk20",25817.5090180485,25817.5090180485,12908.7545090242,"mima5_mhi",0.286573112166059,21254,66004521,18915121
"United Kingdom",2021,"uk21",26323.9819203862,26323.9819203862,13161.9909601931,"mima5_mhi",0.29623701049701,34590,66332792,19650228
"United States",1985,"us85",32226.6599770601,32226.6599770601,16113.3299885301,"mima5_mhi",0.262724520270563,157605,236748983.14,62199763.02
"United States",1986,"us86",33314.2316618317,33314.2316618317,16657.1158309159,"mima5_mhi",0.260807021996438,155407,238788969.88,62277840.12
"United States",1987,"us87",34162.3916978422,33787.209849361,16893.6049246805,"mima5_mhi",0.261499554122369,155980,241186892.16,63070264.76
"United States",1988,"us88",34301.0387422654,33999.925443081,16999.9627215405,"mima5_mhi",0.261614821756567,144687,243684940.83,63751592.36
"United States",1989,"us89",34931.7271678057,33851.3006007088,16925.6503003544,"mima5_mhi",0.257502137237498,158079,246191485.71,63394833.74
"United States",1990,"us90",33290.2379456599,33473.4163967102,16736.7081983551,"mima5_mhi",0.258988639308296,158477,248885794.42,64458593.24
"United States",1991,"us91",32571.1074499706,32896.8671957045,16448.4335978523,"mima5_mhi",0.271928838105942,155783,251415659.98,68367168.3
"United States",1992,"us92",32272.9706778495,32371.0143706258,16185.5071853129,"mima5_mhi",0.27489380031888,155197,254241069.42,69889293.77
"United States",1993,"us93",31418.2927372369,32246.0216371211,16123.0108185605,"mima5_mhi",0.282143862181077,150943,259752595.16,73287600.41
