"country","year","dname","median","mima5_dhi","pl","pl_origin","pr","n_obs","total_pop","n_poor"
"United States",2012,"us12",33227.5399727825,33090.4350484081,16545.2175242041,"mima5_dhi",0.162116218161974,202013,310031353,50261110.46
"United States",2013,"us13",33099.2701370588,33212.9499859749,16606.4749929875,"mima5_dhi",0.163517983203639,139060,312489871.26,51097713.52
"United States",2014,"us14",32784.4413954159,33860.5126422,16930.2563211,"mima5_dhi",0.167367028288877,198479,315109775.2,52738986.66
"United States",2015,"us15",33959.1077449149,34509.3629020418,17254.6814510209,"mima5_dhi",0.159656727671768,184980,317786409.88,50736738.3
"United States",2016,"us16",36232.203960828,35468.9727479039,17734.486373952,"mima5_dhi",0.160698819308691,185412,319310408.32,51312805.61
"United States",2017,"us17",36471.7912719911,36945.2789948424,18472.6394974212,"mima5_dhi",0.174476511458113,179596,322116440.49,56201752.82
"United States",2018,"us18",37897.3193663697,38552.5134715847,19276.2567357923,"mima5_dhi",0.178271975620103,179645,323344392.07,57643243.58
"United States",2019,"us19",40165.9726301081,39752.6062332875,19876.3031166438,"mima5_dhi",0.170020575192353,157571,324365876.41,55148872.88
"United States",2020,"us20",41995.2801286265,41995.2801286265,20997.6400643133,"mima5_dhi",0.156455118564162,163127,325255375.58,50887868.35
"United States",2021,"us21",42232.667769342,42232.667769342,21116.333884671,"mima5_dhi",0.143262557807661,152341,327724724.23,46950682.25
